0.0027043,0.00094514,0.00089613,0.0055849,0.028249,0.012731,0.011747,0.0040883,0.00081419,0.0013277,0.00099227,0.0022607,0.0038169,0.0059584,0.0058274,0.0016441,0.0013887,0.0015618,0.0026832,0.0069928,0.0050286,0.014598,0.0019083,0.0090615,0.00078687,0.0011606,0.0071506,0.0024286,0.0010332,0.0035308,0.0037383,0.0092407,0.0029974,0.00514,0.0043256,0.0021154,0.0005192,0.0092747,0.0013701,0.0005913,0.0013927,0.0017759,0.00020723,0.00035493,0.0047888,0.0069084,0.0053897,0.0091374,0.0049764,0.007038,0.0044124,0.012488,0.024967,0.018747,0.016727,0.0058482,0.003429,0.0024866,0.0076011,0.014507,0.013502,0.0045072,0.0082647,0.0094508,0.0042416,0.0044198,0.0089226,0.0054793,0.0052795,0.015988
0.0024973,0.00093614,0.00084903,0.0049889,0.028103,0.011865,0.012792,0.0045392,0.00093381,0.0013575,0.00091015,0.0025299,0.0032325,0.005926,0.0056121,0.0017245,0.0013902,0.0015374,0.0022887,0.0055165,0.0056142,0.015411,0.0014028,0.0093889,0.00071046,0.0011464,0.0069876,0.0022445,0.0011179,0.0034863,0.004013,0.013893,0.0022374,0.004615,0.004004,0.00202,0.00060563,0.0098313,0.0016189,0.00096269,0.0015618,0.0023166,0.00027556,0.00045988,0.0043414,0.0071305,0.005826,0.011281,0.0046639,0.0071536,0.0047294,0.012168,0.024613,0.019961,0.015862,0.0049153,0.0034685,0.0017328,0.0092436,0.017224,0.012673,0.0041367,0.0094481,0.0093841,0.0048237,0.0037657,0.0089534,0.0061098,0.0053569,0.015625
0.0023368,0.0012804,0.00080858,0.0045382,0.024624,0.010603,0.01351,0.0039724,0.0010766,0.0014419,0.00087774,0.0026691,0.0032051,0.0064009,0.0067848,0.0017098,0.0014241,0.001514,0.0029956,0.0056337,0.0059253,0.01886,0.0016469,0.0085099,0.00061643,0.0011365,0.0064704,0.0022874,0.0011761,0.0029498,0.0038722,0.015815,0.0025058,0.0030147,0.0036072,0.0018965,0.00055177,0.0095708,0.0025341,0.0011077,0.0023592,0.002266,0.00036772,0.00055693,0.0025515,0.0067625,0.0055628,0.012585,0.0049949,0.0058813,0.0052129,0.012306,0.024377,0.018721,0.015869,0.0040161,0.003681,0.0015738,0.013306,0.018061,0.012143,0.0047674,0.012292,0.0097523,0.0051503,0.003953,0.0092563,0.0065994,0.0091329,0.014536
0.0023965,0.0016238,0.0009006,0.0045811,0.023593,0.011021,0.013873,0.0036918,0.0013689,0.001206,0.0010168,0.0026694,0.0034199,0.0062486,0.0072026,0.0015795,0.0016717,0.0015892,0.0028581,0.0056154,0.0061738,0.020648,0.0015127,0.0082478,0.00062286,0.0014449,0.0061547,0.0026006,0.0013352,0.0025486,0.003784,0.015179,0.0020721,0.0034535,0.0032797,0.0019557,0.00060967,0.010444,0.0023481,0.00080028,0.0019908,0.0015251,0.00052051,0.00058286,0.0025066,0.0066832,0.0049385,0.012695,0.0046526,0.0051105,0.0052033,0.011336,0.025201,0.019955,0.016647,0.0049967,0.0032155,0.001304,0.012268,0.015972,0.011011,0.0042461,0.01248,0.01078,0.0049778,0.0043935,0.010684,0.0066042,0.010018,0.012715
0.0028576,0.001549,0.0010673,0.0047057,0.023967,0.011564,0.015744,0.0039113,0.0011615,0.0010772,0.00096546,0.0027253,0.0036684,0.0056393,0.0077089,0.0014547,0.0012938,0.0018698,0.0024806,0.0056996,0.00613,0.02089,0.0019659,0.0085868,0.00055124,0.0012358,0.0061454,0.0023454,0.0016174,0.0035312,0.0038211,0.013078,0.0020595,0.0024569,0.0033891,0.0018227,0.00079054,0.012109,0.0021239,0.00062828,0.0013555,0.0011607,0.00049514,0.0006325,0.0026535,0.0065792,0.0045868,0.010563,0.004532,0.0044397,0.0052949,0.011293,0.026018,0.019635,0.016479,0.0062481,0.003675,0.0012158,0.01226,0.018747,0.010095,0.0033968,0.014425,0.0089232,0.0055221,0.0053802,0.011669,0.0072502,0.010558,0.0093865
0.0023313,0.0011046,0.0013008,0.0048765,0.023343,0.01104,0.016822,0.0037417,0.0011123,0.00069828,0.0011649,0.0024692,0.0038878,0.0055232,0.0073506,0.0015259,0.0011861,0.0016911,0.0023226,0.0053125,0.0067734,0.021492,0.0024521,0.0081807,0.00069199,0.00084715,0.0056142,0.0016816,0.0013588,0.0041157,0.0041624,0.0138,0.0021764,0.0016815,0.003008,0.0023118,0.00092401,0.011386,0.0021664,0.00093079,0.0011101,0.001594,0.00074537,0.00046283,0.0025581,0.0068609,0.0043377,0.010737,0.0053478,0.005695,0.0051738,0.011009,0.02635,0.021096,0.015527,0.007083,0.0041894,0.0015677,0.013129,0.018957,0.008912,0.0036504,0.017738,0.0091458,0.0053681,0.005792,0.013002,0.0070366,0.010439,0.0081505
0.0027092,0.00093206,0.001401,0.0047473,0.02306,0.010104,0.018703,0.0038295,0.00083855,0.00058704,0.0018236,0.0025087,0.004044,0.0051759,0.0073302,0.0016517,0.0015357,0.0020265,0.0020414,0.0048045,0.0065355,0.021732,0.0028149,0.0077715,0.00057783,0.00091078,0.0050179,0.0019245,0.0011148,0.003384,0.0041393,0.013206,0.0019834,0.0019346,0.0027172,0.0018633,0.00078074,0.010954,0.0022472,0.00062204,0.0011065,0.0012669,0.00060026,0.00038707,0.0026665,0.006952,0.0058792,0.010434,0.0053438,0.0045676,0.0053276,0.01145,0.025805,0.020513,0.013845,0.0074178,0.0042658,0.0015853,0.013474,0.016921,0.0088403,0.003389,0.018398,0.010101,0.0061025,0.0067815,0.013252,0.0064797,0.0087139,0.008439
0.0035819,0.0009381,0.0013948,0.0051108,0.022551,0.0099571,0.019957,0.004201,0.0010392,0.00048913,0.0016973,0.0025661,0.0042796,0.0049645,0.0073788,0.0016173,0.0017035,0.0023236,0.0020344,0.0053271,0.0071056,0.022119,0.0034246,0.0086729,0.00057288,0.00083161,0.0046152,0.0012197,0.0010282,0.0048681,0.0039678,0.013067,0.0012523,0.0017741,0.0028365,0.0017595,0.00088526,0.011502,0.0022428,0.00047893,0.0013435,0.0016259,0.00062639,0.00038984,0.0032376,0.0066132,0.0050037,0.0094329,0.0047622,0.0037017,0.0050012,0.011963,0.024891,0.016734,0.011281,0.007439,0.0041771,0.0021872,0.013815,0.016616,0.0087471,0.0028623,0.017223,0.011732,0.0056613,0.0063872,0.013215,0.0063016,0.0079217,0.0090237
0.0030624,0.00092989,0.0014654,0.0056038,0.022337,0.011146,0.022191,0.004486,0.00071778,0.00039882,0.0013422,0.0028358,0.0044463,0.0050833,0.0076101,0.0015293,0.0019134,0.0027056,0.0028093,0.0052049,0.0083553,0.021685,0.0035801,0.0084259,0.00051286,0.00050489,0.0037667,0.00078869,0.00087547,0.0041805,0.0033059,0.013617,0.0014752,0.0017371,0.0029598,0.0017532,0.0009149,0.011972,0.0025751,0.00049046,0.001446,0.0012986,0.00069115,0.0003534,0.0035169,0.0061925,0.0048009,0.0099848,0.0044774,0.0037882,0.0043984,0.012808,0.025402,0.01681,0.0097919,0.0073458,0.0039113,0.0024044,0.013423,0.017507,0.0087255,0.0026531,0.016116,0.01183,0.0065018,0.0061859,0.013125,0.0061521,0.0080369,0.0094515
0.0028452,0.00091092,0.0015695,0.0057056,0.022207,0.0097887,0.022233,0.0046634,0.00083056,0.00046147,0.0013338,0.0028646,0.0040333,0.0053813,0.0083369,0.0014588,0.0019389,0.0026844,0.0013693,0.0036902,0.008724,0.024173,0.0035647,0.0061696,0.00044138,0.00030969,0.0032767,0.00085609,0.00088509,0.0040773,0.0027916,0.013423,0.0014285,0.0016977,0.0025484,0.0020333,0.00080718,0.0085841,0.0026165,0.00047677,0.0010137,0.00093092,0.00056055,0.00031449,0.0034848,0.0057514,0.0056302,0.010004,0.0049698,0.0030801,0.0043232,0.013243,0.025638,0.014846,0.009043,0.0069323,0.0036551,0.0024579,0.012234,0.017509,0.0067429,0.0032182,0.016525,0.013965,0.0071066,0.0061505,0.01333,0.0066862,0.0087693,0.010566
