0.094635,0.12349,0.08356,0.058919,0.013036,0.00063319
0.08162,0.11338,0.083091,0.061065,0.013174,0.00052687
0.072535,0.1026,0.079809,0.061672,0.012581,0.00056095
0.067351,0.091459,0.07276,0.055589,0.011159,0.00075608
0.065867,0.080238,0.065413,0.050348,0.010953,0.00087074
0.067707,0.069212,0.061224,0.055252,0.0063446,0.00098472
0.072261,0.05861,0.06542,0.056201,0.0042863,0.0010513
0.078759,0.04864,0.063575,0.048339,0.0050542,0.0011741
0.086359,0.039496,0.050646,0.043958,0.0060569,0.0013096
0.094128,0.031345,0.036512,0.044479,0.0072579,0.001326
0.10114,0.024293,0.032679,0.050457,0.0094263,0.0013649
0.10662,0.018394,0.040109,0.05844,0.01144,0.0013532
0.10996,0.013644,0.049095,0.063049,0.013117,0.001355
0.11079,0.0099718,0.052368,0.065213,0.012662,0.0014754
0.10892,0.0072765,0.0438,0.067805,0.014391,0.0014372
0.10441,0.0054535,0.036543,0.06807,0.014935,0.0015225
0.097585,0.0043978,0.037475,0.069687,0.01639,0.0015237
0.016116,0.033915,0.086464,0.063538,0.015256,0.00098317
0.01461,0.038745,0.086895,0.052685,0.011538,0.00093169
0.013857,0.043618,0.085564,0.049502,0.011311,0.0010068
0.013682,0.048415,0.08343,0.043182,0.011643,0.001021
0.013943,0.052981,0.085253,0.037218,0.012389,0.0011153
0.014507,0.057193,0.088264,0.038656,0.012592,0.0011781
0.015218,0.060987,0.090859,0.043664,0.012121,0.0011769
0.015928,0.06438,0.088735,0.053982,0.012252,0.0011603
0.016515,0.067467,0.085046,0.054145,0.012341,0.0011528
0.01689,0.070328,0.082143,0.04674,0.012488,0.0011611
0.017007,0.073044,0.080379,0.03828,0.012168,0.0012075
0.016887,0.07573,0.074738,0.035238,0.012306,0.0012509
0.016619,0.078448,0.064105,0.033802,0.011336,0.001337
0.016327,0.081213,0.054323,0.032029,0.011293,0.0012932
0.016155,0.083974,0.046366,0.02979,0.011009,0.0012735
0.016275,0.08658,0.041118,0.026811,0.01145,0.001304
0.016943,0.088726,0.036901,0.023305,0.011963,0.0013594
0.018421,0.09006,0.036633,0.021561,0.012808,0.001325
0.020852,0.090356,0.040193,0.027075,0.013243,0.0013666
0.02431,0.089486,0.045853,0.036601,0.013271,0.0013286
0.02884,0.08741,0.049701,0.04394,0.012181,0.0013295
0.034459,0.084195,0.053815,0.041555,0.012162,0.0012568
0.041145,0.080057,0.058377,0.033665,0.012822,0.0011361
0.048871,0.075328,0.06282,0.027365,0.012541,0.0011433
0.057587,0.070332,0.063017,0.025437,0.013353,0.0011457
0.067254,0.065388,0.063238,0.026432,0.015263,0.0012013
0.077847,0.060795,0.064644,0.032956,0.01506,0.0013038
0.089372,0.056805,0.067979,0.035988,0.015496,0.0013601
0.10177,0.053646,0.070974,0.035343,0.015995,0.001385
0.11484,0.051472,0.071609,0.033299,0.016127,0.0015
0.12839,0.050368,0.070186,0.039964,0.01568,0.0015964
0.14219,0.050341,0.071142,0.050085,0.014773,0.0018808
0.15592,0.051287,0.072942,0.052177,0.015049,0.002253
0.16902,0.053128,0.07265,0.046841,0.018596,0.0022152
0.18089,0.055891,0.072903,0.042131,0.017653,0.0021163
0.19078,0.059755,0.074201,0.038097,0.017328,0.0019148
0.19793,0.064991,0.075509,0.033958,0.01812,0.0018178
0.20176,0.071854,0.077675,0.033576,0.017358,0.001804
0.20186,0.080536,0.080484,0.035025,0.015777,0.0019123
0.198,0.091135,0.084507,0.033711,0.014621,0.0019064
0.19041,0.10351,0.088912,0.029492,0.014357,0.0018564
0.17979,0.11742,0.096893,0.028522,0.013823,0.0018031
0.16719,0.13255,0.10174,0.033005,0.011459,0.0016541
0.49161,0.14588,0.12567,0.034627,0.015268,0.00084646
0.52896,0.12749,0.11193,0.034419,0.016554,0.00083241
0.56019,0.10948,0.10691,0.035541,0.016454,0.00088429
0.58404,0.092404,0.11341,0.037665,0.016382,0.00086058
0.59947,0.076656,0.12557,0.039928,0.015635,0.0008685
0.60582,0.062545,0.12403,0.042098,0.01519,0.00081616
0.60302,0.050297,0.10781,0.042332,0.015409,0.0007381
0.5915,0.040013,0.094163,0.041178,0.016222,0.00073481
0.57209,0.03169,0.094093,0.047756,0.016227,0.00081656
0.54601,0.025189,0.10192,0.054812,0.017046,0.00073297
0.51493,0.020251,0.11598,0.063711,0.019051,0.00069851
0.48039,0.016689,0.11526,0.079097,0.017821,0.00072273
0.44374,0.014365,0.094596,0.077241,0.017757,0.00069894
0.40638,0.013116,0.067984,0.058308,0.021148,0.00077725
0.36939,0.012814,0.057457,0.043448,0.020237,0.00085534
0.33358,0.013342,0.063958,0.04163,0.018663,0.0007219
0.29948,0.014584,0.074502,0.0434,0.018576,0.00070188
0.26742,0.016404,0.078011,0.047685,0.017299,0.00069254
0.23753,0.018667,0.075652,0.056881,0.01537,0.00070808
0.2098,0.021281,0.066348,0.063193,0.014456,0.00074629
0.18429,0.024167,0.050923,0.064553,0.01358,0.00082151
0.16106,0.02726,0.044073,0.058867,0.01573,0.0008271
0.14011,0.030508,0.041089,0.058993,0.016422,0.00082735
0.12142,0.033854,0.040176,0.060099,0.016305,0.00073793
0.10497,0.037283,0.040306,0.057368,0.015401,0.00071251
0.090699,0.040786,0.039874,0.0524,0.013782,0.00071746
0.078532,0.044313,0.036451,0.044185,0.011912,0.00069594
0.068356,0.047831,0.034054,0.038833,0.011011,0.00071743
0.060003,0.051304,0.032791,0.032357,0.010315,0.00069527
0.053278,0.054641,0.033883,0.027795,0.0099997,0.00068317
0.047946,0.057694,0.039002,0.027287,0.0080322,0.0006553
0.043795,0.060291,0.041496,0.030291,0.0071466,0.00072597
0.040693,0.06224,0.041303,0.033693,0.0069757,0.00080882
0.038533,0.06335,0.042656,0.033433,0.010076,0.00079724
0.037215,0.063437,0.04474,0.036873,0.01202,0.0007769
0.036688,0.062355,0.045263,0.036184,0.015842,0.00072883
0.036849,0.060164,0.048235,0.041854,0.016706,0.00064452
0.037557,0.057054,0.051002,0.049229,0.017159,0.00061092
0.038715,0.05321,0.056236,0.047426,0.018916,0.00057855
0.040221,0.048825,0.060373,0.042584,0.019714,0.0005749
0.04188,0.044081,0.063914,0.039589,0.021861,0.00066104
0.19875,0.0836,0.1082,0.076849,0.013677,0.0010879
0.21735,0.078289,0.10354,0.056963,0.013961,0.0010967
0.23403,0.072296,0.083542,0.042652,0.014714,0.001037
0.24848,0.065888,0.059769,0.028129,0.016656,0.0010453
0.26054,0.0595,0.054285,0.022646,0.015769,0.00090396
0.27008,0.053542,0.060673,0.021868,0.014648,0.00096396
0.27709,0.04827,0.071404,0.020165,0.013194,0.00098161
0.28156,0.043882,0.07072,0.022083,0.011936,0.00098925
0.28355,0.040582,0.061019,0.028899,0.012028,0.00099702
0.2831,0.038557,0.056803,0.035556,0.011634,0.00098849
0.28041,0.037947,0.057564,0.039385,0.011218,0.00093058
0.2759,0.038823,0.066397,0.039379,0.011378,0.00086376
0.2699,0.041248,0.081669,0.035102,0.012759,0.00085048
0.26272,0.045251,0.095694,0.037704,0.011036,0.00077868
0.2547,0.050784,0.098925,0.038183,0.0099597,0.00073953
0.24627,0.057661,0.099119,0.036298,0.010632,0.00074468
0.23774,0.065628,0.10593,0.037764,0.0090907,0.00078119
0.22929,0.074273,0.11998,0.038654,0.0087467,0.00070682
0.22109,0.083007,0.13232,0.036262,0.0096434,0.00079029
0.21318,0.091195,0.14021,0.038421,0.0092633,0.00072796
0.20561,0.098317,0.14051,0.039681,0.0072061,0.00070524
0.19866,0.10399,0.1408,0.034626,0.0073112,0.00067073
0.19277,0.10801,0.14695,0.026985,0.0067943,0.00066725
0.18827,0.11028,0.15921,0.021715,0.0061975,0.0005846
0.18541,0.11083,0.15953,0.026595,0.0074967,0.00048819
0.18451,0.10975,0.15596,0.031745,0.0090516,0.00043952
0.18581,0.10719,0.15003,0.033246,0.011111,0.00044626
0.18942,0.10332,0.14273,0.034858,0.012345,0.00052664
0.19529,0.098314,0.13519,0.035598,0.013166,0.00050478
0.20322,0.092333,0.12945,0.031584,0.012911,0.00050909
0.21277,0.085661,0.12473,0.031687,0.011977,0.00051674
0.22334,0.078692,0.12282,0.034067,0.011709,0.00046412
0.23413,0.07192,0.12086,0.039966,0.013283,0.00046541
0.24419,0.065929,0.1289,0.046876,0.012584,0.000368
0.25265,0.061247,0.14982,0.052518,0.012281,0.00035147
0.25896,0.058177,0.16795,0.053971,0.012947,0.00034783
0.26271,0.056836,0.16931,0.055101,0.012227,0.0003619
0.26356,0.057189,0.15928,0.055664,0.013031,0.00032725
0.26118,0.059068,0.14289,0.054659,0.011926,0.00035185
0.2555,0.062145,0.13271,0.049551,0.012741,0.00033683
0.24689,0.066035,0.12959,0.044701,0.011855,0.00038795
0.23587,0.070357,0.13092,0.043523,0.010187,0.00037767
0.22303,0.074723,0.13058,0.037492,0.0087247,0.00032601
0.20903,0.078796,0.12777,0.0313,0.0067984,0.00031813
0.19466,0.082351,0.11959,0.029408,0.0063551,0.00025709
0.18059,0.085206,0.11576,0.029245,0.0065717,0.00024897
0.16736,0.087284,0.1128,0.029813,0.0065906,0.00024235
0.15526,0.088637,0.10599,0.031003,0.006074,0.0002657
0.14435,0.08947,0.096172,0.029509,0.00577,0.00026665
0.13452,0.090125,0.085643,0.031305,0.0057643,0.00033471
0.12556,0.090973,0.078076,0.035949,0.007334,0.00028556
0.11725,0.092387,0.071719,0.040476,0.010019,0.00035984
0.10942,0.094655,0.062935,0.056807,0.0099188,0.00036977
0.1019,0.097991,0.054105,0.070682,0.009917,0.00030419
0.084651,0.10375,0.097389,0.036786,0.016914,0.0018971
0.098363,0.10377,0.10763,0.04016,0.016977,0.0018293
